dev_addr,time,m_hdr_type,f_cnt,f_port,bandwidth,sf,coding_rate,frequency,rssi,channel_rssi,snr,inter_arrival_time_ms
260CC1A1,2022-03-17T12:07:45.322178694Z,UNCONFIRMED_UP,3580,1,125000,7,4/5,903900000,-103,-103,6.75,19645.91333500296
260CC1A1,2022-03-17T12:08:06.459071138Z,UNCONFIRMED_UP,3581,1,125000,7,4/5,903900000,-103,-103,6.25,21136.892443999648
260CC1A1,2022-03-17T12:08:26.116740245Z,UNCONFIRMED_UP,3582,1,125000,7,4/5,903900000,-103,-103,6.75,19657.66910699755
260CC1A1,2022-03-17T12:08:47.249774076Z,UNCONFIRMED_UP,3583,1,125000,7,4/5,903900000,-103,-103,6.5,21133.033831000328
260CC1A1,2022-03-17T12:09:06.898914362Z,UNCONFIRMED_UP,3584,1,125000,7,4/5,903900000,-101,-101,6,19649.140285998583
260CC1A1,2022-03-17T12:09:28.044166010Z,UNCONFIRMED_UP,3585,1,125000,7,4/5,903900000,-102,-102,6.25,21145.251648001373
260CC1A1,2022-03-17T12:09:47.691492632Z,UNCONFIRMED_UP,3586,1,125000,7,4/5,903900000,-102,-102,6.75,19647.326622001827
260CC1A1,2022-03-17T12:10:07.329062739Z,UNCONFIRMED_UP,3587,1,125000,7,4/5,903900000,-103,-103,6.75,19637.570106998086
260CC1A1,2022-03-17T12:10:26.983903630Z,UNCONFIRMED_UP,3588,1,125000,7,4/5,903900000,-101,-101,6,19654.84089100361
260CC1A1,2022-03-17T12:10:46.620574844Z,UNCONFIRMED_UP,3589,1,125000,7,4/5,903900000,-103,-103,6.5,19636.67121399939
260CC1A1,2022-03-17T12:11:06.272270626Z,UNCONFIRMED_UP,3590,1,125000,7,4/5,903900000,-103,-103,5.75,19651.695781998336
260CC1A1,2022-03-17T12:11:25.922518905Z,UNCONFIRMED_UP,3591,1,125000,7,4/5,903900000,-101,-101,6.25,19650.24827899784
260CC1A1,2022-03-17T12:11:45.569983086Z,UNCONFIRMED_UP,3592,1,125000,7,4/5,903900000,-102,-102,5.75,19647.464180998504
260CC1A1,2022-03-17T12:12:06.712361131Z,UNCONFIRMED_UP,3593,1,125000,7,4/5,903900000,-101,-101,6.5,21142.378045000136
260CC1A1,2022-03-17T12:12:26.353057308Z,UNCONFIRMED_UP,3594,1,125000,7,4/5,903900000,-103,-103,7,19640.696177005768
260CC1A1,2022-03-17T12:12:47.497844384Z,UNCONFIRMED_UP,3595,1,125000,7,4/5,903900000,-103,-103,6.75,21144.7870759964
260CC1A1,2022-03-17T12:13:08.658986488Z,UNCONFIRMED_UP,3596,1,125000,7,4/5,903900000,-102,-102,6,21161.142103999853
260CC1A1,2022-03-17T12:13:29.802358920Z,UNCONFIRMED_UP,3597,1,125000,7,4/5,903900000,-101,-101,6.25,21143.372432000935
260CC1A1,2022-03-17T12:13:49.444847528Z,UNCONFIRMED_UP,3598,1,125000,7,4/5,903900000,-101,-101,6.25,19642.488608002663
260CC1A1,2022-03-17T12:14:09.080803037Z,UNCONFIRMED_UP,3599,1,125000,7,4/5,903900000,-102,-102,6.5,19635.955508999527
260CC1A1,2022-03-17T12:14:28.721713411Z,UNCONFIRMED_UP,3600,1,125000,7,4/5,903900000,-102,-102,6.5,19640.91037400067
260CC1A1,2022-03-17T12:14:49.877982638Z,UNCONFIRMED_UP,3601,1,125000,7,4/5,903900000,-103,-103,6.5,21156.26922699809
